ISZ|SIANo|SUNo|SumOfNoPiece|ChroTPer
Karkotis|TS15|SU1084|1.00|LR
Karkotis|TS15|SU1084|3.00|OTTMODII
Karkotis|TS15|SU1084|1.00|RM
Karkotis|TS15|SU1084|1.00|UN
Karkotis||SU1085|1.00|BA
Karkotis||SU1085|3.00|GAC
Karkotis||SU1085|22.00|HA
Karkotis||SU1085|43.00|HIS
Karkotis||SU1085|1.00|LR
Karkotis||SU1085|2.00|MOD
Karkotis||SU1085|1.00|OTTMODII
Karkotis||SU1085|1.00|PeB
Karkotis||SU1085|1.00|ROM
Karkotis||SU1086|3.00|BA
Karkotis||SU1086|3.00|HA
Karkotis||SU1086|60.00|HIS
Karkotis||SU1086|3.00|HR
Karkotis||SU1086|1.00|MED
Karkotis||SU1086|1.00|MEDF
Karkotis||SU1086|3.00|OTTMODII
Karkotis||SU1086|1.00|PeB
Karkotis||SU1086|1.00|RM
Karkotis||SU1086|1.00|ROM
Karkotis||SU1087|8.00|BA
Karkotis||SU1087|27.00|HA
Karkotis||SU1087|1.00|HEL
Karkotis||SU1087|54.00|HIS
Karkotis||SU1087|1.00|HR
Karkotis||SU1087|2.00|LR
Karkotis||SU1087|1.00|MEDVOTT
Karkotis||SU1087|2.00|OTT
Karkotis||SU1087|2.00|PeB
Karkotis||SU1087|3.00|ROM
Karkotis||SU1088|4.00|BA
Karkotis||SU1088|1.00|GAC
Karkotis||SU1088|12.00|HA
Karkotis||SU1088|8.00|HIS
Karkotis||SU1088|1.00|HR
Karkotis||SU1088|1.00|LR
Karkotis||SU1088|1.00|MEDVOTT
Karkotis||SU1088|11.00|MM
Karkotis||SU1088|3.00|MOD
Karkotis||SU1088|1.00|OTT
Karkotis||SU1088|7.00|OTTMODII
Karkotis||SU1088|2.00|PeB
Karkotis||SU1088|1.00|PoB
Karkotis||SU1088|3.00|ROM
Karkotis||SU1088|2.00|UN
Karkotis|TS09|SU1089|2.00|BA
Karkotis|TS09|SU1089|1.00|GAC
Karkotis|TS09|SU1089|1.00|HA
Karkotis|TS09|SU1089|19.00|HIS
Karkotis|TS09|SU1089|1.00|MEDVOTT
Karkotis|TS09|SU1089|1.00|PeB
Karkotis|TS09|SU1089|1.00|RM
Karkotis|TS09|SU1091|1.00|HA
Karkotis|TS09|SU1091|1.00|MM
Karkotis|TS09|SU1091|1.00|PeB
Karkotis|TS09|SU1092|3.00|HIS
Karkotis|TS09|SU1092|1.00|MM
Karkotis|TS09|SU1092|1.00|PeB
Karkotis||SU1093|2.00|HIS
Karkotis||SU1093|2.00|PeB
Karkotis||SU1093|1.00|UN
Karkotis|TS09|SU1094|4.00|HA
Karkotis|TS09|SU1094|1.00|HEL
Karkotis|TS09|SU1094|37.00|HIS
Karkotis|TS09|SU1094|1.00|LHER
Karkotis|TS09|SU1094|4.00|MOD
Karkotis|TS09|SU1094|1.00|OTTMODII
Karkotis|TS09|SU1094|2.00|RM
Karkotis||SU1095|8.00|HA
Karkotis||SU1095|17.00|HIS
Karkotis||SU1095|9.00|MM
Karkotis||SU1095|11.00|MOD
Karkotis||SU1095|9.00|OTTMODII
Karkotis||SU1095|1.00|PeB
Karkotis||SU1095|1.00|UN
Karkotis||SU1096|1.00|HA
Karkotis||SU1096|1.00|LR
Karkotis||SU1096|8.00|MOD
Karkotis||SU1096|5.00|OTTMODII
Karkotis||SU1096|2.00|ROM
Karkotis||SU1096|1.00|UN
Karkotis|TS09|SU1099|2.00|MM
Karkotis|TS09|SU1099|1.00|OTTMODII
Karkotis|TS11|SU1302|1.00|GAC
Karkotis|TS11|SU1302|16.00|HIS
Karkotis|TS11|SU1302|1.00|LHER
Karkotis|TS11|SU1302|2.00|LR
Karkotis|TS11|SU1302|6.00|MEDVOTT
Karkotis|TS11|SU1302|1.00|MM
Karkotis|TS11|SU1302|2.00|MOD
Karkotis|TS11|SU1302|13.00|OTTMODII
Karkotis|TS11|SU1302|7.00|ROM
Karkotis|TS11|SU1303|12.00|HIS
Karkotis|TS11|SU1303|3.00|LR
Karkotis|TS11|SU1303|2.00|MEDVOTT
Karkotis|TS11|SU1303|11.00|MOD
Karkotis|TS11|SU1303|8.00|OTTMODII
Karkotis|TS11|SU1303|11.00|ROM
Karkotis|TS11|SU1304|1.00|HA
Karkotis|TS11|SU1304|22.00|HIS
Karkotis|TS11|SU1304|9.00|LR
Karkotis|TS11|SU1304|1.00|MEDB
Karkotis|TS11|SU1304|6.00|OTTMODII
Karkotis|TS11|SU1304|9.00|ROM
Karkotis||SU1305|3.00|HA
Karkotis||SU1305|4.00|HEL
Karkotis||SU1305|36.00|HIS
Karkotis||SU1305|5.00|HR
Karkotis||SU1305|3.00|LR
Karkotis||SU1305|1.00|MEDVOTT
Karkotis||SU1305|8.00|MM
Karkotis||SU1305|5.00|MOD
Karkotis||SU1305|11.00|OTTMODII
Karkotis||SU1305|3.00|PeB
Karkotis||SU1305|5.00|ROM
Karkotis||SU1305|2.00|UN
Karkotis||SU1306|1.00|BA
Karkotis||SU1306|1.00|ER
Karkotis||SU1306|1.00|GAC
Karkotis||SU1306|4.00|HA
Karkotis||SU1306|57.00|HIS
Karkotis||SU1306|1.00|LHER
Karkotis||SU1306|5.00|LR
Karkotis||SU1306|4.00|MEDF
Karkotis||SU1306|3.00|MEDVOTT
Karkotis||SU1306|32.00|MM
Karkotis||SU1306|6.00|MOD
Karkotis||SU1306|10.00|OTTMODII
Karkotis||SU1306|4.00|ROM
Karkotis||SU1307|1.00|CLH
Karkotis||SU1307|1.00|HEL
Karkotis||SU1307|44.00|HIS
Karkotis||SU1307|2.00|HR
Karkotis||SU1307|4.00|LR
Karkotis||SU1307|1.00|MEDF
Karkotis||SU1307|2.00|MEDVOTT
Karkotis||SU1307|1.00|MM
Karkotis||SU1307|2.00|MOD
Karkotis||SU1307|2.00|OTTMODI
Karkotis||SU1307|5.00|OTTMODII
Karkotis||SU1307|14.00|RM
Karkotis||SU1307|6.00|ROM
Karkotis||SU1308|6.00|BA
Karkotis||SU1308|3.00|HA
Karkotis||SU1308|49.00|HIS
Karkotis||SU1308|15.00|HR
Karkotis||SU1308|3.00|LR
Karkotis||SU1308|3.00|MEDVOTT
Karkotis||SU1308|1.00|OTTMODI
Karkotis||SU1308|6.00|OTTMODII
Karkotis||SU1308|3.00|PeB
Karkotis||SU1308|8.00|ROM
Karkotis||SU1309|1.00|HA
Karkotis||SU1309|30.00|HIS
Karkotis||SU1309|1.00|HR
Karkotis||SU1309|3.00|LR
Karkotis||SU1309|1.00|MED
Karkotis||SU1309|1.00|MEDVOTT
Karkotis||SU1309|6.00|MM
Karkotis||SU1309|8.00|MOD
Karkotis||SU1309|4.00|OTTMODII
Karkotis||SU1309|3.00|ROM
Karkotis||SU1309|1.00|UN
Karkotis||SU1310|1.00|ER
Karkotis||SU1310|6.00|GAC
Karkotis||SU1310|2.00|HA
Karkotis||SU1310|53.00|HIS
Karkotis||SU1310|3.00|HR
Karkotis||SU1310|2.00|LR
Karkotis||SU1310|5.00|MEDVOTT
Karkotis||SU1310|30.00|MOD
Karkotis||SU1310|5.00|OTTMODII
Karkotis||SU1310|2.00|PeB
Karkotis||SU1310|5.00|ROM
Karkotis||SU1310|5.00|UN
Karkotis||SU1311|21.00|HIS
Karkotis||SU1311|4.00|HR
Karkotis||SU1311|3.00|MEDF
Karkotis||SU1311|4.00|MM
Karkotis||SU1311|5.00|MOD
Karkotis||SU1311|5.00|OTTMODII
Karkotis||SU1311|1.00|PeB
Karkotis||SU1311|10.00|RM
Karkotis||SU1311|2.00|ROM
Karkotis||SU1312|1.00|HEL
Karkotis||SU1312|2.00|HIS
Karkotis||SU1312|2.00|ROM
Karkotis||SU1313|1.00|GAC
Karkotis||SU1313|6.00|HIS
Karkotis||SU1313|1.00|MOD
Karkotis||SU1313|2.00|UN
Karkotis||SU1314|1.00|HA
Karkotis||SU1314|5.00|HIS
Karkotis||SU1314|2.00|MM
Karkotis||SU1314|2.00|OTTMODII
Karkotis||SU1314|2.00|ROM
Karkotis||SU1315|51.00|HIS
Karkotis||SU1315|3.00|HR
Karkotis||SU1315|1.00|LR
Karkotis||SU1315|6.00|MEDVOTT
Karkotis||SU1315|7.00|MM
Karkotis||SU1315|16.00|MOD
Karkotis||SU1315|1.00|OTT
Karkotis||SU1315|25.00|OTTMODII
Karkotis||SU1315|1.00|PoB
Karkotis||SU1315|2.00|ROM
Karkotis||SU1316|1.00|AR
Karkotis||SU1316|3.00|HA
Karkotis||SU1316|1.00|HEL
Karkotis||SU1316|59.00|HIS
Karkotis||SU1316|3.00|HR
Karkotis||SU1316|2.00|LR
Karkotis||SU1316|5.00|MEDF
Karkotis||SU1316|13.00|MEDVOTT
Karkotis||SU1316|32.00|MM
Karkotis||SU1316|7.00|MOD
Karkotis||SU1316|3.00|OTTMODI
Karkotis||SU1316|16.00|OTTMODII
Karkotis||SU1316|1.00|PeB
Karkotis||SU1316|11.00|ROM
Karkotis||SU1317|1.00|BYZ
Karkotis||SU1317|1.00|ER
Karkotis||SU1317|1.00|GAC
Karkotis||SU1317|1.00|HEL
Karkotis||SU1317|49.00|HIS
Karkotis||SU1317|2.00|LHER
Karkotis||SU1317|3.00|LR
Karkotis||SU1317|2.00|MEDVOTT
Karkotis||SU1317|31.00|MM
Karkotis||SU1317|2.00|OTT
Karkotis||SU1317|2.00|OTTMODI
Karkotis||SU1317|5.00|OTTMODII
Karkotis||SU1317|1.00|PoB
Karkotis||SU1317|4.00|RM
Karkotis||SU1317|1.00|UN
Karkotis||SU1318|40.00|HIS
Karkotis||SU1318|4.00|LR
Karkotis||SU1318|2.00|MEDVOTT
Karkotis||SU1318|28.00|MM
Karkotis||SU1318|1.00|MOD
Karkotis||SU1318|2.00|OTTMODI
Karkotis||SU1318|8.00|OTTMODII
Karkotis||SU1318|3.00|RM
Karkotis||SU1318|5.00|ROM
Karkotis||SU1319|2.00|HEL
Karkotis||SU1319|33.00|HIS
Karkotis||SU1319|4.00|HR
Karkotis||SU1319|1.00|LR
Karkotis||SU1319|6.00|MEDVOTT
Karkotis||SU1319|14.00|MM
Karkotis||SU1319|2.00|MOD
Karkotis||SU1319|5.00|OTTMODII
Karkotis||SU1319|1.00|RM
Karkotis||SU1319|4.00|ROM
Karkotis||SU1320|1.00|GAC
Karkotis||SU1320|1.00|HEL
Karkotis||SU1320|46.00|HIS
Karkotis||SU1320|1.00|HR
Karkotis||SU1320|1.00|LHER
Karkotis||SU1320|2.00|MEDF
Karkotis||SU1320|3.00|MEDVOTT
Karkotis||SU1320|17.00|MM
Karkotis||SU1320|1.00|MOD
Karkotis||SU1320|5.00|OTTMODI
Karkotis||SU1320|4.00|OTTMODII
Karkotis||SU1320|3.00|RM
Karkotis||SU1320|4.00|ROM
Karkotis||SU1320|2.00|UN
Karkotis||SU1321|5.00|GAC
Karkotis||SU1321|1.00|HA
Karkotis||SU1321|11.00|HIS
Karkotis||SU1321|1.00|LR
Karkotis||SU1321|4.00|PeB
Karkotis||SU1321|4.00|ROM
Karkotis||SU1322|1.00|ER
Karkotis||SU1322|1.00|GAC
Karkotis||SU1322|53.00|HIS
Karkotis||SU1322|5.00|LR
Karkotis||SU1322|3.00|MEDF
Karkotis||SU1322|1.00|MEDVOTT
Karkotis||SU1322|1.00|MM
Karkotis||SU1322|8.00|MOD
Karkotis||SU1322|4.00|OTTMODI
Karkotis||SU1322|20.00|OTTMODII
Karkotis||SU1322|4.00|ROM
Karkotis||SU1323|2.00|GAC
Karkotis||SU1323|68.00|HIS
Karkotis||SU1323|2.00|LHER
Karkotis||SU1323|1.00|LR
Karkotis||SU1323|1.00|MEDF
Karkotis||SU1323|2.00|MM
Karkotis||SU1323|1.00|MOD
Karkotis||SU1323|1.00|OTTMODI
Karkotis||SU1323|3.00|OTTMODII
Karkotis||SU1323|2.00|PeB
Karkotis||SU1323|2.00|ROM
Karkotis||SU1324|17.00|HA
Karkotis||SU1324|21.00|HIS
Karkotis||SU1324|1.00|MEDF
Karkotis||SU1324|1.00|MEDVOTT
Karkotis||SU1324|9.00|MM
Karkotis||SU1324|1.00|MOD
Karkotis||SU1324|1.00|OTTMODI
Karkotis||SU1324|2.00|OTTMODII
Karkotis||SU1325|2.00|BYZ
Karkotis||SU1325|3.00|HA
Karkotis||SU1325|1.00|HEL
Karkotis||SU1325|70.00|HIS
Karkotis||SU1325|1.00|LR
Karkotis||SU1325|2.00|MEDB
Karkotis||SU1325|2.00|MEDF
Karkotis||SU1325|11.00|MEDVOTT
Karkotis||SU1325|4.00|MM
Karkotis||SU1325|6.00|MOD
Karkotis||SU1325|3.00|OTT
Karkotis||SU1325|2.00|OTTMODI
Karkotis||SU1325|30.00|OTTMODII
Karkotis||SU1325|2.00|RM
Karkotis||SU1325|3.00|ROM
Karkotis||SU1326|1.00|HA
Karkotis||SU1326|43.00|HIS
Karkotis||SU1326|4.00|MEDF
Karkotis||SU1326|4.00|MEDVOTT
Karkotis||SU1326|3.00|MM
Karkotis||SU1326|4.00|MOD
Karkotis||SU1326|20.00|OTTMODII
Karkotis||SU1326|2.00|ROM
Karkotis||SU1326|1.00|UN
Karkotis||SU1327|2.00|BA
Karkotis||SU1327|55.00|HIS
Karkotis||SU1327|3.00|HR
Karkotis||SU1327|4.00|LR
Karkotis||SU1327|1.00|MM
Karkotis||SU1327|3.00|OTT
Karkotis||SU1327|20.00|OTTMODII
Karkotis||SU1327|5.00|ROM
Koutraphas|TS21|SU1328|1.00|MM
Koutraphas|TS21|SU1328|1.00|RM
Koutraphas|TS21|SU1329|1.00|MM
Koutraphas|TS21|SU1329|1.00|MOD
Koutraphas|TS21|SU1330|4.00|HIS
Koutraphas|TS21|SU1330|3.00|ROM
Koutraphas|TS21|SU1332|1.00|MM
Koutraphas|TS21|SU1336|1.00|MM
Koutraphas|TS21|SU1337|1.00|HIS
Koutraphas|TS21|SU1339|1.00|HIS
Koutraphas|TS21|SU1339|1.00|MM
Koutraphas|TS21|SU1339|1.00|OTTMODI
Koutraphas|TS21|SU1340|8.00|MM
Koutraphas|TS21|SU1340|1.00|OTTMODI
Koutraphas|TS21|SU1341|5.00|MM
Koutraphas|TS21|SU1341|2.00|MOD
Koutraphas|TS21|SU1342|1.00|LHER
Koutraphas|TS21|SU1342|2.00|MM
Koutraphas|TS21|SU1343|2.00|HIS
Koutraphas|TS21|SU1343|1.00|MEDVOTT
Koutraphas|TS21|SU1343|5.00|MM
Koutraphas|TS21|SU1344|3.00|HIS
Koutraphas|TS21|SU1344|6.00|MM
Koutraphas|TS21|SU1345|4.00|HIS
Koutraphas|TS21|SU1345|2.00|MM
Koutraphas|TS21|SU1345|1.00|OTTMODI
Koutraphas|TS21|SU1345|1.00|ROM
Koutraphas|TS21|SU1346|3.00|HIS
Koutraphas|TS21|SU1346|2.00|MM
Koutraphas|TS21|SU1347|3.00|HIS
Koutraphas|TS21|SU1347|1.00|LR
Koutraphas|TS21|SU1347|1.00|ROM
Koutraphas|TS21|SU1348|4.00|HIS
Koutraphas|TS21|SU1348|2.00|RM
Koutraphas|TS21|SU1349|4.00|HIS
Koutraphas|TS21|SU1349|2.00|MEDVOTT
Koutraphas|TS21|SU1349|3.00|MM
Koutraphas|TS21|SU1349|1.00|RM
Koutraphas|TS21|SU1350|2.00|HIS
Koutraphas|TS21|SU1350|1.00|MM
Koutraphas|TS21|SU1350|3.00|RM
Koutraphas|TS21|SU1351|3.00|HIS
Koutraphas|TS21|SU1351|4.00|MM
Koutraphas|TS21|SU1351|1.00|MOD
Koutraphas|TS21|SU1351|1.00|OTTMODII
Koutraphas|TS21|SU1352|1.00|MOD
Asinou|TS12|SU1353|1.00|HIS
Asinou|TS12|SU1353|4.00|MM
Asinou|TS12|SU1354|5.00|HIS
Asinou|TS12|SU1355|3.00|HIS
Asinou|TS12|SU1355|1.00|MM
Asinou|TS12|SU1356|3.00|HIS
Asinou|TS12|SU1356|1.00|HR
Asinou|TS12|SU1356|7.00|MM
Asinou|TS12|SU1357|9.00|HIS
Asinou|TS12|SU1357|2.00|LR
Asinou|TS12|SU1357|1.00|RM
Asinou|TS12|SU1358|4.00|HIS
Asinou|TS12|SU1358|1.00|HR
Asinou|TS12|SU1358|4.00|MM
Asinou|TS12|SU1358|1.00|MOD
Asinou|TS12|SU1358|2.00|RM
Asinou|TS12|SU1358|1.00|ROM
Asinou|TS12|SU1359|2.00|HIS
Asinou|TS12|SU1359|1.00|MM
Asinou|TS12|SU1359|1.00|MOD
Asinou|TS17|SU1360|5.00|HIS
Asinou|TS17|SU1360|1.00|LR
Asinou|TS17|SU1360|1.00|MEDVOTT
Asinou|TS17|SU1360|28.00|MM
Asinou|TS17|SU1360|2.00|MOD
Asinou|TS17|SU1360|3.00|RM
Asinou|TS08|SU1361|1.00|MEDVOTT
Asinou|TS08|SU1361|4.00|MM
Asinou|TS08|SU1361|4.00|MOD
Asinou|TS08|SU1361|3.00|OTTMODI
Asinou|TS08|SU1361|3.00|OTTMODII
Asinou|TS08|SU1361|4.00|RM
Asinou|TS08|SU1362|7.00|HIS
Asinou|TS08|SU1362|2.00|MOD
Asinou|TS08|SU1362|3.00|OTTMODII
Asinou|TS08|SU1363|3.00|HIS
Asinou|TS08|SU1363|8.00|MM
Asinou|TS08|SU1363|4.00|MOD
Asinou|TS08|SU1363|1.00|OTTMODI
Asinou|TS08|SU1363|2.00|OTTMODII
Asinou|TS08|SU1364|3.00|HIS
Asinou|TS08|SU1364|9.00|MM
Asinou|TS08|SU1364|1.00|MOD
Asinou|TS08|SU1364|1.00|OTTMODI
Asinou|TS08|SU1364|1.00|OTTMODII
Asinou|TS08|SU1364|3.00|RM
Asinou|TS08|SU1365|4.00|HIS
Asinou|TS08|SU1365|3.00|MEDVOTT
Asinou|TS08|SU1365|10.00|MM
Asinou|TS08|SU1365|4.00|MOD
Asinou|TS08|SU1365|1.00|OTTMODI
Asinou|TS08|SU1365|10.00|OTTMODII
Asinou|TS08|SU1365|16.00|RM
Asinou|TS08|SU1366|12.00|HIS
Asinou|TS08|SU1366|6.00|MM
Asinou|TS08|SU1366|2.00|MOD
Asinou|TS08|SU1366|2.00|OTTMODI
Asinou|TS08|SU1366|5.00|OTTMODII
Asinou|TS08|SU1366|5.00|RM
Asinou|TS12|SU1367|1.00|OTTMODII
Asinou|TS12|SU1368|1.00|MOD
Asinou|TS12|SU1368|2.00|RM
Asinou|TS12|SU1369|11.00|MM
Asinou|TS12|SU1370|1.00|MM
Asinou|TS12|SU1370|1.00|MOD
Asinou|TS08|SU1371|1.00|HA
Asinou|TS08|SU1371|5.00|HIS
Asinou|TS08|SU1371|1.00|MEDVOTT
Asinou|TS08|SU1371|11.00|MM
Asinou|TS08|SU1371|4.00|OTTMODII
Asinou|TS08|SU1371|6.00|RM
Asinou|TS08|SU1371|7.00|ROM
Mandres||SU1372|9.00|HA
Mandres||SU1372|2.00|HEL
Mandres||SU1372|10.00|HIS
Mandres||SU1377|1.00|HA
Mandres|TS07|SU1379|1.00|HIS
Mandres|TS07|SU1379|1.00|HR
Mandres|TS07|SU1379|1.00|MED
Mandres|TS07|SU1379|2.00|MM
Mandres|TS07|SU1379|3.00|OTT
Mandres|TS07|SU1380|1.00|GAC
Mandres|TS07|SU1380|2.00|HA
Mandres|TS07|SU1380|1.00|HIS
Mandres|TS07|SU1380|1.00|LR
Mandres|TS07|SU1380|2.00|ROM
Mandres|TS07|SU1381|9.00|HA
Mandres|TS07|SU1381|1.00|HEL
Mandres|TS07|SU1381|28.00|HIS
Mandres|TS07|SU1381|1.00|LHER
Mandres|TS07|SU1381|1.00|MEDVOTT
Mandres|TS07|SU1381|8.00|MM
Mandres|TS07|SU1381|1.00|OTT
Mandres|TS07|SU1381|6.00|OTTMODII
Mandres|TS07|SU1381|8.00|RM
Mandres|TS07|SU1381|8.00|ROM
Mandres|TS07|SU1382|6.00|HA
Mandres|TS07|SU1382|21.00|HIS
Mandres|TS07|SU1382|14.00|MM
Mandres|TS07|SU1382|1.00|MOD
Mandres|TS07|SU1382|4.00|OTTMODII
Mandres|TS07|SU1382|4.00|ROM
Mandres|TS07|SU1383|1.00|GAC
Mandres|TS07|SU1383|12.00|HA
Mandres|TS07|SU1383|25.00|HIS
Mandres|TS07|SU1383|1.00|LR
Mandres|TS07|SU1383|21.00|MM
Mandres|TS07|SU1383|1.00|MOD
Mandres|TS07|SU1383|4.00|OTTMODII
Mandres|TS07|SU1383|3.00|ROM
Mandres|TS07|SU1384|3.00|HA
Mandres|TS07|SU1384|3.00|HIS
Mandres|TS07|SU1384|1.00|LR
Mandres|TS07|SU1384|4.00|MM
Mandres|TS07|SU1384|1.00|MOD
Mandres|TS07|SU1384|1.00|OTT
Mandres|TS07|SU1385|1.00|HIS
Mandres|TS07|SU1385|4.00|MM
Mandres|TS07|SU1386|1.00|HA
Mandres|TS07|SU1386|1.00|HIS
Mandres|TS07|SU1386|3.00|MM
Mandres|TS07|SU1386|1.00|ROM
Mandres|TS07|SU1387|2.00|HIS
Mandres|TS07|SU1387|4.00|MM
Mandres|TS07|SU1387|1.00|OTTMODII
Mandres|TS07|SU1388|1.00|GAC
Mandres|TS07|SU1388|1.00|HA
Mandres|TS07|SU1388|1.00|HIS
Karkotis|TS11|SU1602|1.00|GAC
Karkotis|TS11|SU1602|1.00|HA
Karkotis|TS11|SU1602|5.00|HIS
Karkotis|TS11|SU1602|2.00|MOD
Karkotis|TS11|SU1602|1.00|OTTMODII
Karkotis|TS11|SU1602|1.00|ROM
Karkotis|TS11|SU1603|4.00|HIS
Karkotis|TS11|SU1603|2.00|MOD
Karkotis|TS11|SU1603|1.00|PeB
Karkotis|TS11|SU1603|6.00|ROM
Karkotis|TS11|SU1604|7.00|HIS
Karkotis|TS11|SU1604|1.00|MOD
Karkotis|TS11|SU1604|2.00|ROM
Karkotis|TS11|SU1605|1.00|AR
Karkotis|TS11|SU1605|1.00|HA
Karkotis|TS11|SU1605|39.00|HIS
Karkotis|TS11|SU1605|1.00|LHER
Karkotis|TS11|SU1605|7.00|LR
Karkotis|TS11|SU1605|1.00|MED
Karkotis|TS11|SU1605|8.00|MEDVOTT
Karkotis|TS11|SU1605|12.00|MM
Karkotis|TS11|SU1605|9.00|MOD
Karkotis|TS11|SU1605|2.00|OTTMODI
Karkotis|TS11|SU1605|14.00|OTTMODII
Karkotis|TS11|SU1605|17.00|ROM
Xyliatos||SU1606|1.00|HIS
Xyliatos||SU1607|1.00|HIS
Xyliatos||SU1609|2.00|MOD
Xyliatos||SU1617|1.00|MOD
Xyliatos||SU1618|1.00|HIS
Xyliatos||SU1618|1.00|HR
Xyliatos|TS02|SU1620|3.00|CL
Xyliatos|TS02|SU1620|2.00|HA
Xyliatos|TS02|SU1620|66.00|HIS
Xyliatos|TS02|SU1620|2.00|HR
Xyliatos|TS02|SU1620|2.00|LR
Xyliatos|TS02|SU1620|4.00|MEDF
Xyliatos|TS02|SU1620|7.00|OTTMODII
Xyliatos|TS02|SU1620|14.00|RM
Xyliatos|TS02|SU1620|2.00|ROM
Xyliatos|TS02|SU1621|1.00|HA
Xyliatos|TS02|SU1621|23.00|HIS
Xyliatos|TS02|SU1621|1.00|HR
Xyliatos|TS02|SU1621|2.00|MEDF
Xyliatos|TS02|SU1621|1.00|MOD
Xyliatos|TS02|SU1621|7.00|OTTMODII
Xyliatos|TS02|SU1621|8.00|ROM
Xyliatos|TS02|SU1622|29.00|HIS
Xyliatos|TS02|SU1622|1.00|LHER
Xyliatos|TS02|SU1622|5.00|RM
Xyliatos|TS02|SU1622|7.00|ROM
Xyliatos|TS02|SU1623|42.00|HIS
Xyliatos|TS02|SU1623|3.00|HR
Xyliatos|TS02|SU1623|2.00|LR
Xyliatos|TS02|SU1623|1.00|MOD
Xyliatos|TS02|SU1623|1.00|OTTMODII
Xyliatos|TS02|SU1623|18.00|ROM
Xyliatos|TS02|SU1624|9.00|HIS
Xyliatos|TS02|SU1624|2.00|LR
Xyliatos|TS02|SU1625|14.00|HIS
Xyliatos|TS02|SU1625|1.00|LR
Xyliatos|TS02|SU1626|2.00|CHAL
Xyliatos|TS02|SU1626|24.00|HIS
Xyliatos|TS02|SU1626|1.00|LR
Xyliatos|TS02|SU1626|4.00|MEDVOTT
Xyliatos|TS02|SU1626|3.00|OTTMODII
Xyliatos|TS02|SU1626|1.00|PeB
Xyliatos|TS02|SU1626|21.00|RM
Xyliatos|TS02|SU1626|4.00|ROM
Xyliatos|TS02|SU1628|19.00|HIS
Xyliatos|TS02|SU1628|1.00|HR
Xyliatos|TS02|SU1628|3.00|RM
Xyliatos|TS02|SU1628|1.00|ROM
Xyliatos|TS02|SU1629|12.00|HIS
Xyliatos|TS02|SU1629|1.00|HR
Xyliatos|TS02|SU1629|1.00|LR
Xyliatos|TS02|SU1629|3.00|MM
Xyliatos|TS02|SU1629|3.00|OTTMODII
Xyliatos|TS02|SU1629|8.00|RM
Xyliatos|TS02|SU1629|5.00|ROM
Xyliatos|TS02|SU1630|6.00|HIS
Xyliatos|TS02|SU1630|9.00|MM
Xyliatos|TS02|SU1630|3.00|MOD
Xyliatos|TS02|SU1631|1.00|HEL
Xyliatos|TS02|SU1631|22.00|HIS
Xyliatos|TS02|SU1631|2.00|MM
Xyliatos|TS02|SU1631|1.00|MOD
Xyliatos|TS02|SU1631|2.00|OTTMODII
Xyliatos|TS02|SU1632|25.00|HIS
Xyliatos|TS02|SU1632|1.00|HR
Xyliatos|TS02|SU1632|2.00|MM
Xyliatos|TS02|SU1632|1.00|MOD
Xyliatos|TS02|SU1632|1.00|OTTMODII
Xyliatos|TS02|SU1632|3.00|ROM
Xyliatos|TS02|SU1632|1.00|UN
Xyliatos|TS02|SU1633|8.00|HIS
Xyliatos|TS02|SU1633|1.00|MM
Xyliatos|TS02|SU1633|5.00|RM
Xyliatos|TS02|SU1634|1.00|HA
Xyliatos|TS02|SU1634|18.00|HIS
Xyliatos|TS02|SU1634|1.00|HR
Xyliatos|TS02|SU1634|1.00|LR
Xyliatos|TS02|SU1634|3.00|MEDVOTT
Xyliatos|TS02|SU1634|8.00|MM
Xyliatos|TS02|SU1634|6.00|MOD
Xyliatos|TS02|SU1634|14.00|OTTMODII
Xyliatos|TS02|SU1634|13.00|ROM
Xyliatos|TS02|SU1635|7.00|HIS
Xyliatos|TS02|SU1635|1.00|ROM
Xyliatos|TS02|SU1636|12.00|HIS
Xyliatos|TS02|SU1636|1.00|LR
Xyliatos|TS02|SU1636|2.00|MOD
Xyliatos|TS02|SU1636|1.00|UN
Xyliatos|TS02|SU1637|1.00|HA
Xyliatos|TS02|SU1637|13.00|HIS
Xyliatos|TS02|SU1637|1.00|LHER
Xyliatos|TS02|SU1637|1.00|LR
Xyliatos|TS02|SU1637|3.00|ROM
Xyliatos|TS02|SU1638|7.00|HIS
Xyliatos|TS02|SU1638|1.00|LR
Xyliatos|TS02|SU1638|2.00|MOD
Xyliatos|TS02|SU1638|1.00|OTTMODII
Xyliatos|TS02|SU1638|3.00|ROM
Xyliatos|TS02|SU1639|1.00|BYZ
Xyliatos|TS02|SU1639|17.00|HIS
Xyliatos|TS02|SU1639|2.00|MOD
Xyliatos|TS02|SU1639|9.00|OTTMODII
Xyliatos|TS02|SU1639|5.00|ROM
Xyliatos|TS02|SU1640|4.00|HIS
Xyliatos|TS02|SU1640|6.00|MM
Xyliatos|TS02|SU1640|1.00|OTTMODII
Xyliatos|TS02|SU1640|3.00|ROM
Xyliatos|TS02|SU1641|15.00|HIS
Xyliatos|TS02|SU1641|2.00|HR
Xyliatos|TS02|SU1641|2.00|OTTMODII
Xyliatos|TS02|SU1641|1.00|ROM
Xyliatos|TS02|SU1642|6.00|HIS
Xyliatos|TS02|SU1642|1.00|MOD
Xyliatos|TS02|SU1642|1.00|OTTMODII
